district,week,year,disease,cases_reported,district_code,district_name
District_004,12,2025,Swine Flu,119,D0004,District_004
District_004,13,2025,Chikungunya,87,D0004,District_004
District_004,14,2025,Malaria,147,D0004,District_004
District_004,15,2025,Dengue,294,D0004,District_004
District_004,16,2025,Chikungunya,167,D0004,District_004
District_004,17,2025,Chikungunya,181,D0004,District_004
District_004,18,2025,Dengue,175,D0004,District_004
District_004,19,2025,Hepatitis,7,D0004,District_004
District_004,20,2025,Hepatitis,68,D0004,District_004
District_004,21,2025,Swine Flu,142,D0004,District_004
District_004,22,2025,Chikungunya,144,D0004,District_004
District_004,23,2025,Hepatitis,226,D0004,District_004
District_004,24,2025,Swine Flu,148,D0004,District_004
District_004,25,2025,Malaria,137,D0004,District_004
District_004,26,2025,Malaria,179,D0004,District_004
District_005,1,2025,Dengue,232,D0005,District_005
District_005,2,2025,Dengue,74,D0005,District_005
District_005,3,2025,Dengue,155,D0005,District_005
District_005,4,2025,Malaria,121,D0005,District_005
District_005,5,2025,Dengue,121,D0005,District_005
District_005,6,2025,Swine Flu,30,D0005,District_005
District_005,7,2025,Chikungunya,261,D0005,District_005
District_005,8,2025,Typhoid,57,D0005,District_005
District_005,9,2025,Chikungunya,298,D0005,District_005
District_005,10,2025,Swine Flu,174,D0005,District_005
District_005,11,2025,Hepatitis,123,D0005,District_005
District_005,12,2025,Dengue,60,D0005,District_005
District_005,13,2025,Dengue,105,D0005,District_005
District_005,14,2025,Dengue,298,D0005,District_005
District_005,15,2025,Malaria,190,D0005,District_005
District_005,16,2025,Hepatitis,144,D0005,District_005
District_005,17,2025,Chikungunya,154,D0005,District_005
District_005,18,2025,Malaria,114,D0005,District_005
District_005,19,2025,Chikungunya,206,D0005,District_005
District_005,20,2025,Typhoid,209,D0005,District_005
District_005,21,2025,Dengue,9,D0005,District_005
District_005,22,2025,Dengue,20,D0005,District_005
District_005,23,2025,Typhoid,79,D0005,District_005
District_005,24,2025,Typhoid,60,D0005,District_005
District_005,25,2025,Hepatitis,30,D0005,District_005
District_005,26,2025,Dengue,292,D0005,District_005
District_006,1,2025,Hepatitis,275,D0006,District_006
District_006,2,2025,Malaria,63,D0006,District_006
District_006,3,2025,Swine Flu,290,D0006,District_006
District_006,4,2025,Chikungunya,110,D0006,District_006
District_006,5,2025,Swine Flu,245,D0006,District_006
District_006,6,2025,Swine Flu,281,D0006,District_006
District_006,7,2025,Dengue,31,D0006,District_006
District_006,8,2025,Malaria,14,D0006,District_006
District_006,9,2025,Hepatitis,277,D0006,District_006
District_006,10,2025,Malaria,152,D0006,District_006
District_006,11,2025,Swine Flu,292,D0006,District_006
District_006,12,2025,Typhoid,108,D0006,District_006
District_006,13,2025,Chikungunya,9,D0006,District_006
District_006,14,2025,Hepatitis,174,D0006,District_006
District_006,15,2025,Chikungunya,218,D0006,District_006
District_006,16,2025,Typhoid,288,D0006,District_006
District_006,17,2025,Malaria,33,D0006,District_006
District_006,18,2025,Chikungunya,22,D0006,District_006
District_006,19,2025,Typhoid,170,D0006,District_006
District_006,20,2025,Chikungunya,13,D0006,District_006
District_006,21,2025,Swine Flu,50,D0006,District_006
District_006,22,2025,Chikungunya,197,D0006,District_006
District_006,23,2025,Typhoid,213,D0006,District_006
District_006,24,2025,Typhoid,93,D0006,District_006
District_006,25,2025,Typhoid,90,D0006,District_006
District_006,26,2025,Malaria,42,D0006,District_006
District_007,1,2025,Swine Flu,116,D0007,District_007
District_007,2,2025,Swine Flu,100,D0007,District_007
District_007,3,2025,Chikungunya,124,D0007,District_007
District_007,4,2025,Typhoid,252,D0007,District_007
District_007,5,2025,Dengue,4,D0007,District_007
District_007,6,2025,Malaria,291,D0007,District_007
District_007,7,2025,Malaria,261,D0007,District_007
District_007,8,2025,Typhoid,13,D0007,District_007
District_007,9,2025,Chikungunya,242,D0007,District_007
District_007,10,2025,Hepatitis,176,D0007,District_007
District_007,11,2025,Swine Flu,181,D0007,District_007
District_007,12,2025,Swine Flu,66,D0007,District_007
District_007,13,2025,Chikungunya,109,D0007,District_007
District_007,14,2025,Typhoid,206,D0007,District_007
District_007,15,2025,Malaria,220,D0007,District_007
District_007,16,2025,Dengue,290,D0007,District_007
District_007,17,2025,Dengue,199,D0007,District_007
District_007,18,2025,Malaria,278,D0007,District_007
District_007,19,2025,Hepatitis,247,D0007,District_007
District_007,20,2025,Swine Flu,246,D0007,District_007
District_007,21,2025,Dengue,33,D0007,District_007
District_007,22,2025,Swine Flu,244,D0007,District_007
District_007,23,2025,Dengue,254,D0007,District_007
District_007,24,2025,Malaria,268,D0007,District_007
District_007,25,2025,Typhoid,107,D0007,District_007
District_007,26,2025,Swine Flu,103,D0007,District_007
District_008,1,2025,Dengue,149,D0008,District_008
District_008,2,2025,Malaria,54,D0008,District_008
District_008,3,2025,Hepatitis,269,D0008,District_008
District_008,4,2025,Malaria,135,D0008,District_008
District_008,5,2025,Typhoid,124,D0008,District_008
District_008,6,2025,Dengue,252,D0008,District_008
District_008,7,2025,Dengue,238,D0008,District_008
District_008,8,2025,Hepatitis,24,D0008,District_008
District_008,9,2025,Hepatitis,266,D0008,District_008
District_008,10,2025,Dengue,203,D0008,District_008
District_008,11,2025,Hepatitis,180,D0008,District_008
District_008,12,2025,Hepatitis,274,D0008,District_008
District_008,13,2025,Hepatitis,121,D0008,District_008
District_008,14,2025,Malaria,100,D0008,District_008
District_008,15,2025,Hepatitis,225,D0008,District_008
District_008,16,2025,Dengue,8,D0008,District_008
District_008,17,2025,Malaria,188,D0008,District_008
District_008,18,2025,Chikungunya,101,D0008,District_008
District_008,19,2025,Typhoid,237,D0008,District_008
District_008,20,2025,Typhoid,203,D0008,District_008
District_008,21,2025,Swine Flu,269,D0008,District_008
District_008,22,2025,Swine Flu,197,D0008,District_008
District_008,23,2025,Typhoid,18,D0008,District_008
District_008,24,2025,Hepatitis,172,D0008,District_008
District_008,25,2025,Hepatitis,64,D0008,District_008
District_008,26,2025,Typhoid,102,D0008,District_008
District_009,1,2025,Chikungunya,106,D0009,District_009
District_009,2,2025,Hepatitis,287,D0009,District_009
District_009,3,2025,Dengue,6,D0009,District_009
District_009,4,2025,Hepatitis,22,D0009,District_009
District_009,5,2025,Malaria,218,D0009,District_009
District_009,6,2025,Dengue,121,D0009,District_009
District_009,7,2025,Typhoid,93,D0009,District_009
District_009,8,2025,Typhoid,112,D0009,District_009
District_009,9,2025,Malaria,150,D0009,District_009
District_009,10,2025,Typhoid,220,D0009,District_009
District_009,11,2025,Dengue,56,D0009,District_009
District_009,12,2025,Chikungunya,21,D0009,District_009
District_009,13,2025,Swine Flu,246,D0009,District_009
District_009,14,2025,Typhoid,131,D0009,District_009
District_009,15,2025,Dengue,159,D0009,District_009
District_009,16,2025,Hepatitis,275,D0009,District_009
District_009,17,2025,Dengue,146,D0009,District_009
District_009,18,2025,Hepatitis,274,D0009,District_009
District_009,19,2025,Malaria,267,D0009,District_009
District_009,20,2025,Malaria,116,D0009,District_009
District_009,21,2025,Swine Flu,39,D0009,District_009
District_009,22,2025,Dengue,272,D0009,District_009
District_009,23,2025,Malaria,79,D0009,District_009
District_009,24,2025,Dengue,180,D0009,District_009
District_009,25,2025,Chikungunya,185,D0009,District_009
District_009,26,2025,Typhoid,217,D0009,District_009
District_010,1,2025,Chikungunya,46,D0010,District_010
District_010,2,2025,Typhoid,85,D0010,District_010
District_010,3,2025,Malaria,70,D0010,District_010
District_010,4,2025,Typhoid,30,D0010,District_010
District_010,5,2025,Malaria,178,D0010,District_010
District_010,6,2025,Dengue,233,D0010,District_010
District_010,7,2025,Malaria,126,D0010,District_010
District_010,8,2025,Chikungunya,65,D0010,District_010
District_010,9,2025,Chikungunya,215,D0010,District_010
District_010,10,2025,Dengue,106,D0010,District_010
District_010,11,2025,Dengue,169,D0010,District_010
District_010,12,2025,Typhoid,255,D0010,District_010
District_010,13,2025,Hepatitis,34,D0010,District_010
District_010,14,2025,Typhoid,201,D0010,District_010
District_010,15,2025,Chikungunya,128,D0010,District_010
District_010,16,2025,Chikungunya,141,D0010,District_010
District_010,17,2025,Dengue,18,D0010,District_010
District_010,18,2025,Swine Flu,24,D0010,District_010
District_010,19,2025,Chikungunya,29,D0010,District_010
District_010,20,2025,Hepatitis,234,D0010,District_010
District_010,21,2025,Typhoid,147,D0010,District_010
District_010,22,2025,Hepatitis,86,D0010,District_010
District_010,23,2025,Typhoid,177,D0010,District_010
District_010,24,2025,Hepatitis,182,D0010,District_010
District_010,25,2025,Dengue,127,D0010,District_010
District_010,26,2025,Chikungunya,61,D0010,District_010
District_011,1,2025,Chikungunya,62,D0011,District_011
District_011,2,2025,Typhoid,46,D0011,District_011
District_011,3,2025,Malaria,26,D0011,District_011
District_011,4,2025,Swine Flu,137,D0011,District_011
District_011,5,2025,Malaria,204,D0011,District_011
District_011,6,2025,Dengue,25,D0011,District_011
District_011,7,2025,Hepatitis,85,D0011,District_011
District_011,8,2025,Chikungunya,101,D0011,District_011
District_011,9,2025,Hepatitis,110,D0011,District_011
District_011,10,2025,Hepatitis,226,D0011,District_011
District_011,11,2025,Hepatitis,198,D0011,District_011
District_011,12,2025,Typhoid,160,D0011,District_011
District_011,13,2025,Hepatitis,103,D0011,District_011
District_011,14,2025,Hepatitis,97,D0011,District_011
District_011,15,2025,Dengue,280,D0011,District_011
District_011,16,2025,Hepatitis,196,D0011,District_011
District_011,17,2025,Dengue,193,D0011,District_011
District_011,18,2025,Dengue,240,D0011,District_011
District_011,19,2025,Hepatitis,186,D0011,District_011
District_011,20,2025,Swine Flu,54,D0011,District_011
District_011,21,2025,Typhoid,145,D0011,District_011
District_011,22,2025,Malaria,66,D0011,District_011
District_011,23,2025,Hepatitis,129,D0011,District_011
District_011,24,2025,Chikungunya,103,D0011,District_011
District_011,25,2025,Malaria,40,D0011,District_011
District_011,26,2025,Typhoid,235,D0011,District_011
District_012,1,2025,Hepatitis,277,D0012,District_012
District_012,2,2025,Hepatitis,252,D0012,District_012
District_012,3,2025,Chikungunya,144,D0012,District_012
District_012,4,2025,Swine Flu,183,D0012,District_012
District_012,5,2025,Malaria,153,D0012,District_012
District_012,6,2025,Typhoid,120,D0012,District_012
District_012,7,2025,Dengue,127,D0012,District_012
District_012,8,2025,Typhoid,55,D0012,District_012
District_012,9,2025,Chikungunya,5,D0012,District_012
District_012,10,2025,Swine Flu,201,D0012,District_012
District_012,11,2025,Malaria,224,D0012,District_012
District_012,12,2025,Dengue,107,D0012,District_012
District_012,13,2025,Dengue,209,D0012,District_012
District_012,14,2025,Dengue,217,D0012,District_012
District_012,15,2025,Dengue,220,D0012,District_012
District_012,16,2025,Hepatitis,140,D0012,District_012
District_012,17,2025,Typhoid,225,D0012,District_012
District_012,18,2025,Dengue,283,D0012,District_012
District_012,19,2025,Typhoid,174,D0012,District_012
District_012,20,2025,Typhoid,168,D0012,District_012
District_012,21,2025,Hepatitis,54,D0012,District_012
District_012,22,2025,Hepatitis,18,D0012,District_012
District_012,23,2025,Hepatitis,223,D0012,District_012
District_012,24,2025,Malaria,68,D0012,District_012
District_012,25,2025,Typhoid,178,D0012,District_012
District_012,26,2025,Hepatitis,239,D0012,District_012
District_013,1,2025,Typhoid,245,D0013,District_013
District_013,2,2025,Hepatitis,79,D0013,District_013
District_013,3,2025,Swine Flu,267,D0013,District_013
District_013,4,2025,Hepatitis,148,D0013,District_013
District_013,5,2025,Swine Flu,160,D0013,District_013
District_013,6,2025,Dengue,279,D0013,District_013
District_013,7,2025,Chikungunya,153,D0013,District_013
District_013,8,2025,Swine Flu,28,D0013,District_013
District_013,9,2025,Malaria,101,D0013,District_013
District_013,10,2025,Typhoid,139,D0013,District_013
District_013,11,2025,Dengue,147,D0013,District_013
District_013,12,2025,Swine Flu,178,D0013,District_013
District_013,13,2025,Dengue,65,D0013,District_013
District_013,14,2025,Hepatitis,237,D0013,District_013
District_013,15,2025,Swine Flu,209,D0013,District_013
District_013,16,2025,Dengue,235,D0013,District_013
District_013,17,2025,Hepatitis,187,D0013,District_013
District_013,18,2025,Typhoid,286,D0013,District_013
District_013,19,2025,Typhoid,36,D0013,District_013
District_013,20,2025,Dengue,157,D0013,District_013
District_013,21,2025,Hepatitis,261,D0013,District_013
District_013,22,2025,Typhoid,60,D0013,District_013
District_013,23,2025,Hepatitis,252,D0013,District_013
District_013,24,2025,Dengue,298,D0013,District_013
District_013,25,2025,Malaria,20,D0013,District_013
District_013,26,2025,Hepatitis,163,D0013,District_013
District_014,1,2025,Dengue,117,D0014,District_014
District_014,2,2025,Hepatitis,161,D0014,District_014
District_014,3,2025,Hepatitis,77,D0014,District_014
District_014,4,2025,Hepatitis,123,D0014,District_014
District_014,5,2025,Malaria,225,D0014,District_014
District_014,6,2025,Dengue,60,D0014,District_014
District_014,7,2025,Dengue,160,D0014,District_014
District_014,8,2025,Hepatitis,200,D0014,District_014
District_014,9,2025,Malaria,224,D0014,District_014
District_014,10,2025,Swine Flu,86,D0014,District_014
District_014,11,2025,Malaria,162,D0014,District_014
District_014,12,2025,Chikungunya,237,D0014,District_014
District_014,13,2025,Swine Flu,77,D0014,District_014
District_014,14,2025,Malaria,199,D0014,District_014
District_014,15,2025,Malaria,154,D0014,District_014
District_014,16,2025,Dengue,293,D0014,District_014
District_014,17,2025,Hepatitis,129,D0014,District_014
District_014,18,2025,Malaria,294,D0014,District_014
District_014,19,2025,Swine Flu,269,D0014,District_014
District_014,20,2025,Dengue,199,D0014,District_014
District_014,21,2025,Typhoid,15,D0014,District_014
District_014,22,2025,Chikungunya,199,D0014,District_014
District_014,23,2025,Chikungunya,278,D0014,District_014
District_014,24,2025,Chikungunya,100,D0014,District_014
District_014,25,2025,Typhoid,73,D0014,District_014
District_014,26,2025,Chikungunya,205,D0014,District_014
District_015,1,2025,Swine Flu,148,D0015,District_015
District_015,2,2025,Chikungunya,157,D0015,District_015
District_015,3,2025,Dengue,284,D0015,District_015
District_015,4,2025,Chikungunya,174,D0015,District_015
District_015,5,2025,Dengue,53,D0015,District_015
District_015,6,2025,Swine Flu,136,D0015,District_015
District_015,7,2025,Hepatitis,34,D0015,District_015
District_015,8,2025,Hepatitis,17,D0015,District_015
District_015,9,2025,Typhoid,9,D0015,District_015
District_015,10,2025,Swine Flu,202,D0015,District_015
District_015,11,2025,Chikungunya,16,D0015,District_015
District_015,12,2025,Swine Flu,35,D0015,District_015
District_015,13,2025,Chikungunya,42,D0015,District_015
District_015,14,2025,Hepatitis,25,D0015,District_015
District_015,15,2025,Typhoid,187,D0015,District_015
District_015,16,2025,Swine Flu,185,D0015,District_015
District_015,17,2025,Malaria,103,D0015,District_015
District_015,18,2025,Typhoid,105,D0015,District_015
District_015,19,2025,Dengue,36,D0015,District_015
District_015,20,2025,Chikungunya,224,D0015,District_015
District_015,21,2025,Malaria,78,D0015,District_015
District_015,22,2025,Typhoid,30,D0015,District_015
District_015,23,2025,Typhoid,28,D0015,District_015
District_015,24,2025,Chikungunya,218,D0015,District_015
District_015,25,2025,Malaria,93,D0015,District_015
District_015,26,2025,Typhoid,268,D0015,District_015
District_016,1,2025,Dengue,174,D0016,District_016
District_016,2,2025,Hepatitis,139,D0016,District_016
District_016,3,2025,Malaria,143,D0016,District_016
District_016,4,2025,Typhoid,50,D0016,District_016
District_016,5,2025,Typhoid,232,D0016,District_016
District_016,6,2025,Hepatitis,134,D0016,District_016
District_016,7,2025,Swine Flu,275,D0016,District_016
District_016,8,2025,Hepatitis,73,D0016,District_016
District_016,9,2025,Malaria,7,D0016,District_016
District_016,10,2025,Hepatitis,240,D0016,District_016
District_016,11,2025,Swine Flu,183,D0016,District_016
District_016,12,2025,Malaria,53,D0016,District_016
District_016,13,2025,Chikungunya,196,D0016,District_016
District_016,14,2025,Malaria,63,D0016,District_016
District_016,15,2025,Typhoid,178,D0016,District_016
District_016,16,2025,Dengue,154,D0016,District_016
District_016,17,2025,Hepatitis,152,D0016,District_016
District_016,18,2025,Typhoid,24,D0016,District_016
District_016,19,2025,Hepatitis,203,D0016,District_016
District_016,20,2025,Hepatitis,99,D0016,District_016
District_016,21,2025,Malaria,34,D0016,District_016
District_016,22,2025,Chikungunya,150,D0016,District_016
District_016,23,2025,Typhoid,100,D0016,District_016
District_016,24,2025,Malaria,170,D0016,District_016
District_016,25,2025,Malaria,274,D0016,District_016
District_016,26,2025,Chikungunya,199,D0016,District_016
District_017,1,2025,Dengue,71,D0017,District_017
District_017,2,2025,Swine Flu,108,D0017,District_017
District_017,3,2025,Chikungunya,49,D0017,District_017
District_017,4,2025,Malaria,149,D0017,District_017
District_017,5,2025,Swine Flu,263,D0017,District_017
District_017,6,2025,Typhoid,265,D0017,District_017
District_017,7,2025,Typhoid,253,D0017,District_017
District_017,8,2025,Dengue,88,D0017,District_017
District_017,9,2025,Swine Flu,102,D0017,District_017
District_017,10,2025,Typhoid,215,D0017,District_017
District_017,11,2025,Swine Flu,180,D0017,District_017
District_017,12,2025,Typhoid,24,D0017,District_017
District_017,13,2025,Malaria,260,D0017,District_017
District_017,14,2025,Chikungunya,139,D0017,District_017
District_017,15,2025,Malaria,238,D0017,District_017
District_017,16,2025,Malaria,117,D0017,District_017
District_017,17,2025,Dengue,57,D0017,District_017
District_017,18,2025,Swine Flu,175,D0017,District_017
District_017,19,2025,Hepatitis,174,D0017,District_017
District_017,20,2025,Malaria,120,D0017,District_017
District_017,21,2025,Dengue,122,D0017,District_017
District_017,22,2025,Dengue,26,D0017,District_017
District_017,23,2025,Swine Flu,249,D0017,District_017
District_017,24,2025,Swine Flu,213,D0017,District_017
District_017,25,2025,Hepatitis,54,D0017,District_017
District_017,26,2025,Typhoid,71,D0017,District_017
District_018,1,2025,Malaria,140,D0018,District_018
District_018,2,2025,Swine Flu,6,D0018,District_018
District_018,3,2025,Hepatitis,77,D0018,District_018
District_018,4,2025,Swine Flu,1,D0018,District_018
District_018,5,2025,Dengue,281,D0018,District_018
District_018,6,2025,Malaria,293,D0018,District_018
District_018,7,2025,Dengue,22,D0018,District_018
District_018,8,2025,Chikungunya,196,D0018,District_018
District_018,9,2025,Typhoid,128,D0018,District_018
District_018,10,2025,Malaria,287,D0018,District_018
District_018,11,2025,Malaria,192,D0018,District_018
District_018,12,2025,Swine Flu,296,D0018,District_018
District_018,13,2025,Swine Flu,120,D0018,District_018
District_018,14,2025,Chikungunya,118,D0018,District_018
District_018,15,2025,Chikungunya,280,D0018,District_018
District_018,16,2025,Hepatitis,17,D0018,District_018
District_018,17,2025,Typhoid,112,D0018,District_018
District_018,18,2025,Malaria,86,D0018,District_018
District_018,19,2025,Hepatitis,159,D0018,District_018
District_018,20,2025,Swine Flu,255,D0018,District_018
District_018,21,2025,Hepatitis,73,D0018,District_018
District_018,22,2025,Chikungunya,277,D0018,District_018
District_018,23,2025,Chikungunya,145,D0018,District_018
District_018,24,2025,Malaria,210,D0018,District_018
District_018,25,2025,Dengue,201,D0018,District_018
District_018,26,2025,Swine Flu,147,D0018,District_018
District_019,1,2025,Swine Flu,190,D0019,District_019
District_019,2,2025,Malaria,41,D0019,District_019
District_019,3,2025,Dengue,228,D0019,District_019
District_019,4,2025,Dengue,46,D0019,District_019
District_019,5,2025,Dengue,10,D0019,District_019
District_019,6,2025,Malaria,137,D0019,District_019
District_019,7,2025,Malaria,286,D0019,District_019
District_019,8,2025,Malaria,108,D0019,District_019
District_019,9,2025,Malaria,232,D0019,District_019
District_019,10,2025,Hepatitis,47,D0019,District_019
District_019,11,2025,Swine Flu,19,D0019,District_019
District_019,12,2025,Swine Flu,148,D0019,District_019
District_019,13,2025,Hepatitis,229,D0019,District_019
District_019,14,2025,Hepatitis,5,D0019,District_019
District_019,15,2025,Chikungunya,163,D0019,District_019
District_019,16,2025,Dengue,251,D0019,District_019
District_019,17,2025,Typhoid,121,D0019,District_019
District_019,18,2025,Hepatitis,142,D0019,District_019
District_019,19,2025,Hepatitis,30,D0019,District_019
District_019,20,2025,Typhoid,109,D0019,District_019
District_019,21,2025,Malaria,138,D0019,District_019
District_019,22,2025,Dengue,258,D0019,District_019
District_019,23,2025,Dengue,253,D0019,District_019
District_019,24,2025,Dengue,44,D0019,District_019
District_019,25,2025,Typhoid,165,D0019,District_019
District_019,26,2025,Hepatitis,199,D0019,District_019
District_020,1,2025,Dengue,250,D0020,District_020
District_020,2,2025,Chikungunya,95,D0020,District_020
District_020,3,2025,Hepatitis,171,D0020,District_020
District_020,4,2025,Typhoid,17,D0020,District_020
District_020,5,2025,Dengue,213,D0020,District_020
District_020,6,2025,Dengue,226,D0020,District_020
District_020,7,2025,Typhoid,119,D0020,District_020
District_020,8,2025,Typhoid,138,D0020,District_020
District_020,9,2025,Dengue,10,D0020,District_020
District_020,10,2025,Typhoid,182,D0020,District_020
District_020,11,2025,Hepatitis,189,D0020,District_020
District_020,12,2025,Hepatitis,43,D0020,District_020
District_020,13,2025,Chikungunya,237,D0020,District_020
District_020,14,2025,Typhoid,236,D0020,District_020
District_020,15,2025,Swine Flu,143,D0020,District_020
District_020,16,2025,Malaria,236,D0020,District_020
District_020,17,2025,Chikungunya,284,D0020,District_020
District_020,18,2025,Dengue,18,D0020,District_020
District_020,19,2025,Dengue,31,D0020,District_020
District_020,20,2025,Malaria,236,D0020,District_020
District_020,21,2025,Typhoid,8,D0020,District_020
District_020,22,2025,Typhoid,174,D0020,District_020
District_020,23,2025,Swine Flu,226,D0020,District_020
District_020,24,2025,Typhoid,113,D0020,District_020
District_020,25,2025,Swine Flu,182,D0020,District_020
District_020,26,2025,Typhoid,185,D0020,District_020
District_021,1,2025,Typhoid,109,D0021,District_021
District_021,2,2025,Hepatitis,124,D0021,District_021
District_021,3,2025,Dengue,69,D0021,District_021
District_021,4,2025,Chikungunya,77,D0021,District_021
District_021,5,2025,Malaria,127,D0021,District_021
District_021,6,2025,Dengue,40,D0021,District_021
District_021,7,2025,Swine Flu,211,D0021,District_021
District_021,8,2025,Hepatitis,297,D0021,District_021
District_021,9,2025,Hepatitis,3,D0021,District_021
District_021,10,2025,Swine Flu,211,D0021,District_021
District_021,11,2025,Chikungunya,195,D0021,District_021
District_021,12,2025,Swine Flu,169,D0021,District_021
District_021,13,2025,Swine Flu,96,D0021,District_021
District_021,14,2025,Typhoid,105,D0021,District_021
District_021,15,2025,Hepatitis,76,D0021,District_021
District_021,16,2025,Hepatitis,89,D0021,District_021
District_021,17,2025,Typhoid,28,D0021,District_021
District_021,18,2025,Dengue,172,D0021,District_021
District_021,19,2025,Malaria,113,D0021,District_021
District_021,20,2025,Typhoid,72,D0021,District_021
District_021,21,2025,Swine Flu,250,D0021,District_021
District_021,22,2025,Malaria,177,D0021,District_021
District_021,23,2025,Malaria,130,D0021,District_021
District_021,24,2025,Malaria,42,D0021,District_021
District_021,25,2025,Typhoid,104,D0021,District_021
District_021,26,2025,Malaria,210,D0021,District_021
District_022,1,2025,Swine Flu,218,D0022,District_022
District_022,2,2025,Malaria,35,D0022,District_022
District_022,3,2025,Hepatitis,64,D0022,District_022
District_022,4,2025,Malaria,117,D0022,District_022
District_022,5,2025,Swine Flu,214,D0022,District_022
District_022,6,2025,Dengue,173,D0022,District_022
District_022,7,2025,Malaria,228,D0022,District_022
District_022,8,2025,Swine Flu,228,D0022,District_022
District_022,9,2025,Dengue,276,D0022,District_022
District_022,10,2025,Typhoid,49,D0022,District_022
