district,week,rainfall_mm,humidity,district_code,district_name
District_006,21,454.13,46.82,D0006,District_006
District_006,22,119.78,74.66,D0006,District_006
District_006,23,72.45,56.47,D0006,District_006
District_006,24,244.73,73.85,D0006,District_006
District_006,25,492.83,51.35,D0006,District_006
District_006,26,121.03,73.25,D0006,District_006
District_007,1,336.07,49.3,D0007,District_007
District_007,2,380.81,33.57,D0007,District_007
District_007,3,118.82,93.85,D0007,District_007
District_007,4,364.11,91.82,D0007,District_007
District_007,5,183.89,97.96,D0007,District_007
District_007,6,316.15,80.16,D0007,District_007
District_007,7,316.76,77.79,D0007,District_007
District_007,8,267.89,69.13,D0007,District_007
District_007,9,45.14,38.82,D0007,District_007
District_007,10,417.65,43.25,D0007,District_007
District_007,11,160.39,50.26,D0007,District_007
District_007,12,93.26,92.31,D0007,District_007
District_007,13,20.39,42.11,D0007,District_007
District_007,14,295.45,94.6,D0007,District_007
District_007,15,338.78,66.6,D0007,District_007
District_007,16,8.29,80.09,D0007,District_007
District_007,17,256.05,37.72,D0007,District_007
District_007,18,113.25,48.83,D0007,District_007
District_007,19,322.59,97.1,D0007,District_007
District_007,20,87.18,48.63,D0007,District_007
District_007,21,345.47,50.76,D0007,District_007
District_007,22,193.37,43.83,D0007,District_007
District_007,23,468.36,39.04,D0007,District_007
District_007,24,68.76,46.33,D0007,District_007
District_007,25,170.53,74.96,D0007,District_007
District_007,26,56.74,61.88,D0007,District_007
District_008,1,462.35,68.76,D0008,District_008
District_008,2,438.67,38.57,D0008,District_008
District_008,3,128.97,86.15,D0008,District_008
District_008,4,329.99,84.89,D0008,District_008
District_008,5,408.61,31.51,D0008,District_008
District_008,6,277.6,56.85,D0008,District_008
District_008,7,264.83,34.81,D0008,District_008
District_008,8,120.93,85.45,D0008,District_008
District_008,9,46.55,81.61,D0008,District_008
District_008,10,448.61,93.14,D0008,District_008
District_008,11,450.21,46.55,D0008,District_008
District_008,12,316.55,61.94,D0008,District_008
District_008,13,169.51,42.91,D0008,District_008
District_008,14,174.6,55.99,D0008,District_008
District_008,15,362.98,66.56,D0008,District_008
District_008,16,448.56,33.73,D0008,District_008
District_008,17,443.54,80.04,D0008,District_008
District_008,18,389.94,68.03,D0008,District_008
District_008,19,321.02,88.03,D0008,District_008
District_008,20,42.07,49.02,D0008,District_008
District_008,21,80.81,93.23,D0008,District_008
District_008,22,449.28,99.91,D0008,District_008
District_008,23,303.21,94.35,D0008,District_008
District_008,24,4.6,84.45,D0008,District_008
District_008,25,50.74,86.87,D0008,District_008
District_008,26,331.75,70.16,D0008,District_008
District_009,1,2.53,43.31,D0009,District_009
District_009,2,80.4,77.39,D0009,District_009
District_009,3,274.37,79.89,D0009,District_009
District_009,4,345.95,98.98,D0009,District_009
District_009,5,325.98,67.89,D0009,District_009
District_009,6,112.13,49.0,D0009,District_009
District_009,7,356.09,77.86,D0009,District_009
District_009,8,118.62,98.56,D0009,District_009
District_009,9,162.7,42.4,D0009,District_009
District_009,10,373.25,52.82,D0009,District_009
District_009,11,324.82,67.93,D0009,District_009
District_009,12,424.61,41.92,D0009,District_009
District_009,13,328.81,31.56,D0009,District_009
District_009,14,284.15,53.59,D0009,District_009
District_009,15,46.84,90.58,D0009,District_009
District_009,16,183.86,33.04,D0009,District_009
District_009,17,132.6,60.03,D0009,District_009
District_009,18,121.99,83.35,D0009,District_009
District_009,19,486.51,96.72,D0009,District_009
District_009,20,196.55,98.98,D0009,District_009
District_009,21,446.02,59.54,D0009,District_009
District_009,22,315.57,96.53,D0009,District_009
District_009,23,397.41,32.48,D0009,District_009
District_009,24,251.32,82.21,D0009,District_009
District_009,25,288.45,74.99,D0009,District_009
District_009,26,246.26,47.47,D0009,District_009
District_010,1,97.62,65.51,D0010,District_010
District_010,2,361.23,39.07,D0010,District_010
District_010,3,140.39,91.01,D0010,District_010
District_010,4,12.16,55.05,D0010,District_010
District_010,5,322.74,73.82,D0010,District_010
District_010,6,88.56,41.11,D0010,District_010
District_010,7,470.23,44.43,D0010,District_010
District_010,8,476.96,99.44,D0010,District_010
District_010,9,457.43,82.72,D0010,District_010
District_010,10,185.08,97.34,D0010,District_010
District_010,11,7.73,50.71,D0010,District_010
District_010,12,464.16,41.52,D0010,District_010
District_010,13,214.09,65.21,D0010,District_010
District_010,14,483.33,64.63,D0010,District_010
District_010,15,481.81,42.25,D0010,District_010
District_010,16,426.5,81.33,D0010,District_010
District_010,17,147.22,55.32,D0010,District_010
District_010,18,192.55,43.05,D0010,District_010
District_010,19,425.57,53.24,D0010,District_010
District_010,20,158.46,69.46,D0010,District_010
District_010,21,84.75,80.85,D0010,District_010
District_010,22,278.4,63.73,D0010,District_010
District_010,23,468.08,66.79,D0010,District_010
District_010,24,348.01,39.73,D0010,District_010
District_010,25,285.03,94.03,D0010,District_010
District_010,26,48.59,95.01,D0010,District_010
District_011,1,307.5,77.84,D0011,District_011
District_011,2,495.03,31.23,D0011,District_011
District_011,3,70.04,67.6,D0011,District_011
District_011,4,259.16,74.05,D0011,District_011
District_011,5,438.69,99.63,D0011,District_011
District_011,6,370.38,99.72,D0011,District_011
District_011,7,348.51,90.03,D0011,District_011
District_011,8,351.24,34.47,D0011,District_011
District_011,9,179.75,96.73,D0011,District_011
District_011,10,146.8,72.89,D0011,District_011
District_011,11,404.68,86.06,D0011,District_011
District_011,12,405.06,58.5,D0011,District_011
District_011,13,433.54,52.38,D0011,District_011
District_011,14,456.62,62.43,D0011,District_011
District_011,15,255.67,40.28,D0011,District_011
District_011,16,250.76,54.99,D0011,District_011
District_011,17,399.15,90.03,D0011,District_011
District_011,18,324.98,32.66,D0011,District_011
District_011,19,350.98,40.56,D0011,District_011
District_011,20,397.9,38.76,D0011,District_011
District_011,21,445.0,58.22,D0011,District_011
District_011,22,169.0,99.79,D0011,District_011
District_011,23,187.79,42.14,D0011,District_011
District_011,24,46.99,40.18,D0011,District_011
District_011,25,289.14,94.05,D0011,District_011
District_011,26,17.97,91.74,D0011,District_011
District_012,1,232.8,32.26,D0012,District_012
District_012,2,271.32,82.62,D0012,District_012
District_012,3,143.27,75.88,D0012,District_012
District_012,4,295.42,83.74,D0012,District_012
District_012,5,15.25,64.62,D0012,District_012
District_012,6,18.67,99.4,D0012,District_012
District_012,7,411.3,33.07,D0012,District_012
District_012,8,180.1,46.41,D0012,District_012
District_012,9,63.53,57.76,D0012,District_012
District_012,10,261.12,61.48,D0012,District_012
District_012,11,385.0,94.5,D0012,District_012
District_012,12,107.91,69.2,D0012,District_012
District_012,13,311.45,33.16,D0012,District_012
District_012,14,42.67,58.55,D0012,District_012
District_012,15,25.84,59.15,D0012,District_012
District_012,16,265.68,97.58,D0012,District_012
District_012,17,270.32,71.94,D0012,District_012
District_012,18,318.71,74.5,D0012,District_012
District_012,19,363.05,79.93,D0012,District_012
District_012,20,487.93,83.9,D0012,District_012
District_012,21,258.15,74.45,D0012,District_012
District_012,22,161.48,46.6,D0012,District_012
District_012,23,397.59,91.18,D0012,District_012
District_012,24,135.42,81.25,D0012,District_012
District_012,25,219.49,81.93,D0012,District_012
District_012,26,39.23,99.76,D0012,District_012
District_013,1,12.68,86.18,D0013,District_013
District_013,2,481.32,88.04,D0013,District_013
District_013,3,417.99,96.6,D0013,District_013
District_013,4,347.99,40.58,D0013,District_013
District_013,5,204.48,64.84,D0013,District_013
District_013,6,86.65,70.64,D0013,District_013
District_013,7,78.22,53.05,D0013,District_013
District_013,8,125.12,88.76,D0013,District_013
District_013,9,274.61,83.37,D0013,District_013
District_013,10,357.3,80.46,D0013,District_013
District_013,11,330.1,99.8,D0013,District_013
District_013,12,139.97,48.16,D0013,District_013
District_013,13,477.43,81.48,D0013,District_013
District_013,14,368.95,68.6,D0013,District_013
District_013,15,277.18,51.91,D0013,District_013
District_013,16,305.86,41.24,D0013,District_013
District_013,17,209.8,92.71,D0013,District_013
District_013,18,123.87,71.68,D0013,District_013
District_013,19,177.99,87.75,D0013,District_013
District_013,20,378.92,68.17,D0013,District_013
District_013,21,7.2,45.4,D0013,District_013
District_013,22,58.04,53.63,D0013,District_013
District_013,23,23.0,56.71,D0013,District_013
District_013,24,20.36,98.11,D0013,District_013
District_013,25,427.73,30.39,D0013,District_013
District_013,26,351.83,99.0,D0013,District_013
District_014,1,237.09,98.63,D0014,District_014
District_014,2,48.92,99.73,D0014,District_014
District_014,3,245.81,63.36,D0014,District_014
District_014,4,236.74,97.47,D0014,District_014
District_014,5,86.6,57.69,D0014,District_014
District_014,6,216.93,31.84,D0014,District_014
District_014,7,199.25,45.7,D0014,District_014
District_014,8,307.93,96.17,D0014,District_014
District_014,9,317.55,30.96,D0014,District_014
District_014,10,22.65,68.22,D0014,District_014
District_014,11,187.31,35.29,D0014,District_014
District_014,12,312.93,50.05,D0014,District_014
District_014,13,251.57,36.17,D0014,District_014
District_014,14,428.24,90.17,D0014,District_014
District_014,15,329.35,71.37,D0014,District_014
District_014,16,81.47,93.15,D0014,District_014
District_014,17,35.28,78.18,D0014,District_014
District_014,18,321.21,97.97,D0014,District_014
District_014,19,13.26,65.69,D0014,District_014
District_014,20,292.89,74.71,D0014,District_014
District_014,21,470.12,70.34,D0014,District_014
District_014,22,287.74,63.9,D0014,District_014
District_014,23,194.08,89.22,D0014,District_014
District_014,24,321.64,75.12,D0014,District_014
District_014,25,229.13,86.09,D0014,District_014
District_014,26,272.81,85.05,D0014,District_014
District_015,1,470.73,43.37,D0015,District_015
District_015,2,193.05,75.51,D0015,District_015
District_015,3,480.6,43.98,D0015,District_015
District_015,4,452.68,70.83,D0015,District_015
District_015,5,97.9,77.42,D0015,District_015
District_015,6,34.68,99.81,D0015,District_015
District_015,7,50.39,32.14,D0015,District_015
District_015,8,9.11,36.39,D0015,District_015
District_015,9,47.22,35.39,D0015,District_015
District_015,10,341.5,57.89,D0015,District_015
District_015,11,35.59,87.51,D0015,District_015
District_015,12,159.49,89.08,D0015,District_015
District_015,13,422.44,81.59,D0015,District_015
District_015,14,11.64,92.78,D0015,District_015
District_015,15,407.23,52.6,D0015,District_015
District_015,16,140.93,36.17,D0015,District_015
District_015,17,59.08,34.07,D0015,District_015
District_015,18,348.37,89.65,D0015,District_015
District_015,19,314.47,81.13,D0015,District_015
District_015,20,438.74,78.9,D0015,District_015
District_015,21,367.54,53.78,D0015,District_015
District_015,22,401.74,56.59,D0015,District_015
District_015,23,141.02,97.07,D0015,District_015
District_015,24,88.72,34.47,D0015,District_015
District_015,25,375.31,84.16,D0015,District_015
District_015,26,403.42,51.67,D0015,District_015
District_016,1,495.25,32.73,D0016,District_016
District_016,2,206.31,81.98,D0016,District_016
District_016,3,186.01,53.16,D0016,District_016
District_016,4,388.21,80.55,D0016,District_016
District_016,5,170.4,79.54,D0016,District_016
District_016,6,465.38,67.44,D0016,District_016
District_016,7,429.21,84.42,D0016,District_016
District_016,8,214.5,70.67,D0016,District_016
District_016,9,375.44,50.06,D0016,District_016
District_016,10,377.27,81.39,D0016,District_016
District_016,11,51.56,71.24,D0016,District_016
District_016,12,451.28,30.89,D0016,District_016
District_016,13,252.63,93.12,D0016,District_016
District_016,14,413.23,68.2,D0016,District_016
District_016,15,160.02,90.8,D0016,District_016
District_016,16,447.76,91.79,D0016,District_016
District_016,17,194.6,61.15,D0016,District_016
District_016,18,5.42,65.54,D0016,District_016
District_016,19,452.69,59.1,D0016,District_016
District_016,20,45.64,61.46,D0016,District_016
District_016,21,159.66,92.66,D0016,District_016
District_016,22,475.03,85.17,D0016,District_016
District_016,23,475.3,38.86,D0016,District_016
District_016,24,286.72,72.72,D0016,District_016
District_016,25,315.92,99.71,D0016,District_016
District_016,26,224.22,71.69,D0016,District_016
District_017,1,146.61,85.01,D0017,District_017
District_017,2,164.33,83.83,D0017,District_017
District_017,3,336.26,54.52,D0017,District_017
District_017,4,376.19,56.03,D0017,District_017
District_017,5,395.79,80.69,D0017,District_017
District_017,6,394.81,65.0,D0017,District_017
District_017,7,45.6,69.94,D0017,District_017
District_017,8,247.21,79.9,D0017,District_017
District_017,9,28.78,84.43,D0017,District_017
District_017,10,274.76,49.01,D0017,District_017
District_017,11,220.77,40.28,D0017,District_017
District_017,12,443.85,50.43,D0017,District_017
District_017,13,175.46,65.53,D0017,District_017
District_017,14,58.53,53.95,D0017,District_017
District_017,15,71.5,69.79,D0017,District_017
District_017,16,380.76,33.74,D0017,District_017
District_017,17,309.11,65.68,D0017,District_017
District_017,18,50.56,55.76,D0017,District_017
District_017,19,42.05,67.43,D0017,District_017
District_017,20,350.48,59.58,D0017,District_017
District_017,21,36.38,49.9,D0017,District_017
District_017,22,410.93,93.29,D0017,District_017
District_017,23,353.12,42.93,D0017,District_017
District_017,24,40.67,77.7,D0017,District_017
District_017,25,42.42,94.73,D0017,District_017
District_017,26,493.32,67.71,D0017,District_017
District_018,1,187.14,91.35,D0018,District_018
District_018,2,185.32,38.74,D0018,District_018
District_018,3,406.4,64.57,D0018,District_018
District_018,4,473.62,61.99,D0018,District_018
District_018,5,493.0,30.57,D0018,District_018
District_018,6,376.69,61.03,D0018,District_018
District_018,7,188.13,55.83,D0018,District_018
District_018,8,41.75,76.89,D0018,District_018
District_018,9,388.57,95.68,D0018,District_018
District_018,10,279.2,36.01,D0018,District_018
District_018,11,212.11,52.92,D0018,District_018
District_018,12,453.18,61.08,D0018,District_018
District_018,13,55.6,61.86,D0018,District_018
District_018,14,246.31,84.24,D0018,District_018
District_018,15,5.68,61.04,D0018,District_018
District_018,16,234.33,31.9,D0018,District_018
District_018,17,28.15,79.71,D0018,District_018
District_018,18,59.41,91.94,D0018,District_018
District_018,19,58.76,65.97,D0018,District_018
District_018,20,324.61,70.68,D0018,District_018
District_018,21,373.02,41.41,D0018,District_018
District_018,22,291.68,45.45,D0018,District_018
District_018,23,481.09,46.46,D0018,District_018
District_018,24,187.44,60.15,D0018,District_018
District_018,25,142.86,94.97,D0018,District_018
District_018,26,434.3,66.52,D0018,District_018
District_019,1,111.8,43.45,D0019,District_019
District_019,2,481.61,48.63,D0019,District_019
District_019,3,6.08,56.88,D0019,District_019
District_019,4,484.94,73.63,D0019,District_019
District_019,5,21.58,60.8,D0019,District_019
District_019,6,445.57,57.47,D0019,District_019
District_019,7,263.85,69.53,D0019,District_019
District_019,8,496.48,46.93,D0019,District_019
District_019,9,36.9,35.52,D0019,District_019
District_019,10,276.93,31.71,D0019,District_019
District_019,11,484.65,47.59,D0019,District_019
District_019,12,261.55,36.41,D0019,District_019
District_019,13,314.7,53.54,D0019,District_019
District_019,14,347.87,84.11,D0019,District_019
District_019,15,227.27,80.14,D0019,District_019
District_019,16,313.78,72.76,D0019,District_019
District_019,17,292.16,89.68,D0019,District_019
District_019,18,450.58,49.74,D0019,District_019
District_019,19,22.72,91.95,D0019,District_019
District_019,20,140.48,57.95,D0019,District_019
District_019,21,475.21,58.06,D0019,District_019
District_019,22,445.13,58.37,D0019,District_019
District_019,23,227.83,36.87,D0019,District_019
District_019,24,310.07,98.28,D0019,District_019
District_019,25,138.69,39.7,D0019,District_019
District_019,26,94.06,53.86,D0019,District_019
District_020,1,231.85,52.35,D0020,District_020
District_020,2,176.68,35.23,D0020,District_020
District_020,3,291.83,40.66,D0020,District_020
District_020,4,38.87,33.14,D0020,District_020
District_020,5,487.2,50.47,D0020,District_020
District_020,6,493.11,90.67,D0020,District_020
District_020,7,349.08,53.76,D0020,District_020
District_020,8,268.05,38.66,D0020,District_020
District_020,9,154.76,75.2,D0020,District_020
District_020,10,406.9,99.76,D0020,District_020
District_020,11,342.37,46.26,D0020,District_020
District_020,12,81.31,49.57,D0020,District_020
District_020,13,455.46,98.03,D0020,District_020
District_020,14,411.27,42.51,D0020,District_020
District_020,15,474.9,65.78,D0020,District_020
District_020,16,362.86,46.78,D0020,District_020
District_020,17,306.71,95.26,D0020,District_020
District_020,18,209.12,98.71,D0020,District_020
District_020,19,466.36,87.03,D0020,District_020
District_020,20,433.03,52.03,D0020,District_020
District_020,21,22.61,58.24,D0020,District_020
District_020,22,13.18,46.96,D0020,District_020
District_020,23,188.23,92.35,D0020,District_020
District_020,24,405.28,94.02,D0020,District_020
District_020,25,493.64,59.32,D0020,District_020
District_020,26,75.21,75.96,D0020,District_020
District_021,1,297.07,41.59,D0021,District_021
District_021,2,190.45,60.45,D0021,District_021
District_021,3,484.96,74.2,D0021,District_021
District_021,4,421.06,56.98,D0021,District_021
District_021,5,419.16,55.03,D0021,District_021
District_021,6,234.35,30.07,D0021,District_021
District_021,7,207.41,86.3,D0021,District_021
District_021,8,136.7,92.25,D0021,District_021
District_021,9,28.19,97.86,D0021,District_021
District_021,10,432.36,80.35,D0021,District_021
District_021,11,406.45,68.42,D0021,District_021
District_021,12,499.86,48.85,D0021,District_021
District_021,13,498.32,99.95,D0021,District_021
District_021,14,277.72,71.28,D0021,District_021
District_021,15,384.49,77.68,D0021,District_021
District_021,16,472.38,77.77,D0021,District_021
District_021,17,424.82,89.17,D0021,District_021
District_021,18,123.67,30.68,D0021,District_021
District_021,19,225.27,45.42,D0021,District_021
District_021,20,64.58,76.59,D0021,District_021
District_021,21,477.03,92.66,D0021,District_021
District_021,22,303.09,77.97,D0021,District_021
District_021,23,114.32,58.94,D0021,District_021
District_021,24,335.85,55.31,D0021,District_021
District_021,25,309.06,81.66,D0021,District_021
District_021,26,179.08,81.89,D0021,District_021
District_022,1,56.78,72.49,D0022,District_022
District_022,2,335.79,50.4,D0022,District_022
District_022,3,260.15,94.76,D0022,District_022
District_022,4,386.16,68.63,D0022,District_022
District_022,5,260.08,85.33,D0022,District_022
District_022,6,426.09,45.0,D0022,District_022
District_022,7,275.95,54.08,D0022,District_022
District_022,8,280.47,91.22,D0022,District_022
District_022,9,438.33,33.51,D0022,District_022
District_022,10,201.74,65.86,D0022,District_022
District_022,11,67.01,63.72,D0022,District_022
District_022,12,14.39,82.59,D0022,District_022
District_022,13,377.57,49.73,D0022,District_022
District_022,14,310.15,45.33,D0022,District_022
District_022,15,352.04,94.83,D0022,District_022
District_022,16,106.48,70.02,D0022,District_022
District_022,17,68.19,37.33,D0022,District_022
District_022,18,7.27,43.51,D0022,District_022
District_022,19,175.29,99.92,D0022,District_022
District_022,20,294.96,43.69,D0022,District_022
District_022,21,196.12,72.73,D0022,District_022
District_022,22,218.74,59.41,D0022,District_022
District_022,23,452.08,91.99,D0022,District_022
District_022,24,174.13,82.86,D0022,District_022
District_022,25,256.99,71.79,D0022,District_022
District_022,26,391.83,30.75,D0022,District_022
District_023,1,198.27,91.59,D0023,District_023
District_023,2,311.04,61.13,D0023,District_023
District_023,3,431.18,95.21,D0023,District_023
District_023,4,474.76,64.69,D0023,District_023
District_023,5,73.54,78.6,D0023,District_023
District_023,6,463.29,34.85,D0023,District_023
District_023,7,246.06,82.16,D0023,District_023
District_023,8,129.12,53.66,D0023,District_023
District_023,9,229.57,54.6,D0023,District_023
District_023,10,490.02,38.31,D0023,District_023
District_023,11,246.31,40.28,D0023,District_023
District_023,12,164.38,43.0,D0023,District_023
District_023,13,316.7,52.97,D0023,District_023
District_023,14,120.07,92.44,D0023,District_023
District_023,15,37.93,55.78,D0023,District_023
District_023,16,64.44,80.71,D0023,District_023
District_023,17,64.02,35.79,D0023,District_023
District_023,18,75.95,71.38,D0023,District_023
District_023,19,69.41,63.73,D0023,District_023
District_023,20,320.44,98.46,D0023,District_023
District_023,21,90.94,89.23,D0023,District_023
District_023,22,172.83,61.84,D0023,District_023
District_023,23,448.39,84.26,D0023,District_023
District_023,24,236.98,43.51,D0023,District_023
District_023,25,333.78,69.36,D0023,District_023
District_023,26,86.16,35.22,D0023,District_023
District_024,1,96.14,54.37,D0024,District_024
District_024,2,20.43,45.81,D0024,District_024
District_024,3,84.47,80.32,D0024,District_024
District_024,4,139.3,64.31,D0024,District_024
District_024,5,88.51,82.57,D0024,District_024
District_024,6,44.35,66.07,D0024,District_024
District_024,7,60.32,36.05,D0024,District_024
District_024,8,230.39,81.48,D0024,District_024
District_024,9,103.17,88.33,D0024,District_024
District_024,10,182.13,93.25,D0024,District_024
District_024,11,251.71,70.04,D0024,District_024
District_024,12,345.2,82.75,D0024,District_024
District_024,13,19.66,82.64,D0024,District_024
District_024,14,399.71,40.9,D0024,District_024
District_024,15,313.95,41.5,D0024,District_024
District_024,16,40.88,34.96,D0024,District_024
District_024,17,436.79,52.39,D0024,District_024
District_024,18,460.44,63.15,D0024,District_024
District_024,19,30.54,99.85,D0024,District_024
District_024,20,138.44,60.17,D0024,District_024
District_024,21,403.1,80.84,D0024,District_024
District_024,22,374.13,78.54,D0024,District_024
District_024,23,92.26,44.31,D0024,District_024
District_024,24,104.67,34.1,D0024,District_024
District_024,25,185.24,68.22,D0024,District_024
District_024,26,242.26,79.02,D0024,District_024
District_025,1,309.13,99.88,D0025,District_025
District_025,2,184.46,55.1,D0025,District_025
District_025,3,231.27,92.75,D0025,District_025
District_025,4,373.74,56.74,D0025,District_025
District_025,5,18.34,78.26,D0025,District_025
District_025,6,126.22,71.88,D0025,District_025
District_025,7,356.67,33.71,D0025,District_025
District_025,8,447.6,35.49,D0025,District_025
District_025,9,255.84,31.45,D0025,District_025
District_025,10,266.06,55.96,D0025,District_025
